|Item description|functional||brand|subbrand|variant|content|content_uom
1915|Чист/сред. "Cillit" Bang от пятен и плесени (с курком) 750 мл|Чист/сред.|0|Cillit||Bang от пятен и плесени (с курком)|750|мл
1916|Чист/сред. "Cillit" Бриллиант  д/удал. известкого налета и ржавч.(жидкий) 450 мл|Чист/сред.|0|Cillit||Бриллиант  д/удал. известкого налета и ржавч.(жидкий)|450|мл
1917|Чист/сред. "Cillit" д/удал. известк. налета и ржавчины (с курком) 450 мл|Чист/сред.|0|Cillit||д/удал. известк. налета и ржавчины (с курком)|450|мл
1918|Чист/сред. "Cillit" д/удал. известк. налета и ржавчины 450 мл|Чист/сред.|0|Cillit||д/удал. известк. налета и ржавчины|450|мл
1919|Чист/сред. "Cillit" д/удал. накипи (жидкий) 450 мл|Чист/сред.|0|Cillit||д/удал. накипи (жидкий)|450|мл
1920|Чист/сред. "Comet" гель Лимон 500 мл п/флакон|Чист/сред.|0|Comet||гель Лимон|500|мл
1921|Чист/сред. "Comet" Спрей для ванны 500 мл (с курком)|Чист/сред.|0|Comet||Спрей для ванны|500|мл
1922|Чист/сред. "Domestos" Лимонная свежесть 1000 мл|Чист/сред.|0|Domestos||Лимонная свежесть|1,000|мл
1923|Чист/сред. "Domestos" Лимонная свежесть 500 мл|Чист/сред.|0|Domestos||Лимонная свежесть|500|мл
1924|Чист/сред. "Domestos" Свежесть Атлантики 500 мл|Чист/сред.|0|Domestos||Свежесть Атлантики|500|мл
1925|Чист/сред. "Domestos" Свежесть Лаванды 1000 мл|Чист/сред.|0|Domestos||Свежесть Лаванды|1,000|мл
1926|Чист/сред. "Domestos" Хвойная свежесть 1000 мл|Чист/сред.|0|Domestos||Хвойная свежесть|1,000|мл
1927|Чист/сред. "Domestos" Хвойная свежесть 500 мл|Чист/сред.|0|Domestos||Хвойная свежесть|500|мл
1928|Чист/сред. "Fairy" Oxi Апельсин и лимонник 1 л|Чист/сред.|0|Fairy|Oxi|Апельсин и лимонник|1|л
1929|Чист/сред. "Fairy" Oxi Апельсин и лимонник 500мл|Чист/сред.|0|Fairy|Oxi|Апельсин и лимонник|500|мл
1930|Чист/сред. "Fairy" Oxi Зеленое яблоко 1 л|Чист/сред.|0|Fairy|Oxi|Зеленое яблоко|1|л
1931|Чист/сред. "Fairy" Oxi Зеленое яблоко 500 мл|Чист/сред.|0|Fairy|Oxi|Зеленое яблоко|500|мл
1932|Чист/сред. "Fairy" Oxi Лесные ягоды 500 мл|Чист/сред.|0|Fairy|Oxi|Лесные ягоды|500|мл
1933|Чист/сред. "Fairy" Oxi Нежные руки Ромашка и Витамин Е 1 л|Чист/сред.|0|Fairy|Oxi|Нежные руки Ромашка и Витамин Е|1|л
1934|Чист/сред. "Fairy" Oxi Нежные руки Ромашка и Витамин Е 500 мл|Чист/сред.|0|Fairy|Oxi|Нежные руки Ромашка и Витамин Е|500|мл
1935|Чист/сред. "Fairy" Oxi Нежные руки Чайное дерево и мята 1 л|Чист/сред.|0|Fairy|Oxi|Нежные руки Чайное дерево и мята|1|л
1936|Чист/сред. "Fairy" Oxi Нежные руки Чайное дерево и мята 500 мл|Чист/сред.|0|Fairy|Oxi|Нежные руки Чайное дерево и мята|500|мл
1937|Чист/сред. "Fairy" Oxi Сочный Лимон 1 л|Чист/сред.|0|Fairy|Oxi|Сочный Лимон|1|л
1938|Чист/сред. "Fairy" Oxi Сочный Лимон 500 мл|Чист/сред.|0|Fairy|Oxi|Сочный Лимон|500|мл
1939|Чист/сред. "Luxus" Professional Блеск стали 200 мл|Чист/сред.|0|Luxus|Professional |Блеск стали|200|мл
1940|Чист/сред. "Luxus" Professional Чистый холодильник Лайм 500 мл (с курком)|Чист/сред.|0|Luxus|Professional |Чистый холодильник Лайм|500|мл
1941|Чист/сред. "Luxus" Professional Чистая ванна Лимонный 500 мл (курок)|Чист/сред.|0|Luxus|Professional |Чистая ванна Лимонный|500|мл
1942|Чист/сред. "Luxus" Professional Защита д/стклокерамики 200 мл|Чист/сред.|0|Luxus|Professional |Защита д/стклокерамики|200|мл
1943|Чист/сред."Sanita" гель д/удал. известкового налета и ржавчины 500 г пл/б|Чист/сред.|0|Sanita||гель д/удал. известкового налета и ржавчины|500|г
1944|Чист/сред. "Мистер Мускул" для кухни грейпфрут 450 мл ( с распылителем)|Чист/сред.|0|Мистер Мускул||для кухни грейпфрут|450|мл
1945|Чист/сред. "Мистер Мускул" для кухни лимон 450 мл (с курком)|Чист/сред.|0|Мистер Мускул||для кухни лимон|450|мл
1946|Чист/сред. "Мистер Мускул" Эксперт для кухни Энергия Цитруса 450 мл (с курком)|Чист/сред.|0|Мистер Мускул||Эксперт для кухни Энергия Цитруса|450|мл
1947|Чист/сред. "Мистер Мускул" Эксперт для кухни Энергия Цитруса 450 мл (смен. блок)|Чист/сред.|0|Мистер Мускул||Эксперт для кухни Энергия Цитруса|450|мл
1948|Чист/сред. "Мистер Мускул" д/стекол Лесные ягоды (с курком) 500 мл|Чист/сред.|0|Мистер Мускул||д/стекол Лесные ягоды (с курком)|500|мл
1949|Чист/сред. "Мистер Мускул" д/стекол Лесные ягоды (сменный блок) 500 мл|Чист/сред.|0|Мистер Мускул||д/стекол Лесные ягоды (сменный блок)|500|мл
1950|Чист/сред. "Мистер Мускул" д/стекол С нашатырным спиртом (сменный блок) 500 мл|Чист/сред.|0|Мистер Мускул||д/стекол С нашатырным спиртом (сменный блок)|500|мл
1951|Чист/сред. "Мистер Мускул" д/удал. известк. налета и ржавчины 500 мл|Чист/сред.|0|Мистер Мускул||д/удал. известк. налета и ржавчины|500|мл
1952|Чист/сред. "Силит" д/мытья туалета  Хвойная свежесть 500 мл|Чист/сред.|0|Силит||д/мытья туалета  Хвойная свежесть|500|мл
1953|Чист/сред. "Силит" д/мытья туалета Ледяная свежесть 500 мл|Чист/сред.|0|Силит||д/мытья туалета Ледяная свежесть|500|мл
1954|Чист/сред."Силит" д/мытья туалета Лимонная свежесть 500 мл|Чист/сред.|0|Силит||д/мытья туалета Лимонная свежесть|500|мл
1955|Шампиньоны "MIKADO" резаные 0,425 г ж/б|Шампиньоны|1|Mikado||резаные|425|г
1956|Шампиньоны "SMAK " маринованные целые 650 г ст/б|Шампиньоны|0|Smak||маринованные целые|650|г
1957|Шампиньоны "Дядя Ваня" целые 420 г ст/б|Шампиньоны|0|Дядя Ваня||целые|420|г
1958|Шампиньоны "Краски Лета" резаные 0,4 кг пакет|Шампиньоны|0|Краски Лета||резаные|0,4|кг
1959|Шампиньоны "Краски Лета" целые 0,4 кг пакет|Шампиньоны|0|Краски Лета||целые|0,4|кг
1960|Шарики ватные косметические "Русалочка" цветные 50 шт/пакет|Шарики ватные косметические|1|Русалочка||цветные|50|шт
1961|Шейка "Столичная" в/к нарезка (Останкино) 0,15 кг|Шейка|1|Столичная||в/к нарезка (Останкино)|0,15|кг
1962|Шницель "Будь готов" с овощами и сметанным соусом 350 г карт/кор|Шницель|1|Будь готов||с овощами и сметанным соусом|350|г
1963|Шницель "МЛМ" Говяжий рубленый по-фински 4 шт упак. (345 г) карт/кор|Шницель|0|МЛМ||Говяжий рубленый по-фински|4|шт
1964|Шницель "Сытоедов" с картоф.пюре под красным соусом 350 г|Шницель|0|Сытоедов||с картоф.пюре под красным соусом|350|г
1965|Шок. набор "Cote d Or" из молочного шоколада 210 г карт/кор|Шок. набор|1|Cote d Or||из молочного шоколада|210|г
1966|Шок. набор "Guylian" Морские ракушки 250 г карт/кор|Шок. набор|0|Guylian||Морские ракушки|250|г
1967|Шок. набор "Lindt" Ассорти 337 г карт/кор призма|Шок. набор|0|Lindt||Ассорти|337|г
1968|Шок. набор "Lindt" из молочного шоколада с нач. Линдор 200 г карт/кор призма|Шок. набор|0|Lindt||из молочного шоколада с нач. Линдор|200|г
1969|Шок. набор "А. Коркунов" Монти 150 г призма|Шок. набор|0|А.Коркунов||Монти|150|г
1970|Шок. набор "А. Коркунов" Портобело 150 г призма|Шок. набор|0|А.Коркунов||Портобело|150|г
1971|Шок. набор "А.Коркунов" Арриеро 150 г призма|Шок. набор|0|А.Коркунов||Арриеро|150|г
1972|Шок. набор "А.Коркунов" Криолло 150 г призма|Шок. набор|0|А.Коркунов||Криолло|150|г
1973|Шок. набор "А.Коркунов" Премиум Ирландский кофе 170 г карт/кор|Шок. набор|0|А.Коркунов||Премиум Ирландский кофе|170|г
1974|Шок. набор "Виваль" Абрикос в белой шоколадной глазури 240 гр пакет|Шок. набор|0|Виваль||Абрикос в белой шоколадной глазури|240|г
1975|Шок. набор "Виваль" Апельсин в шоколадной глазури 240 гр пакет|Шок. набор|0|Виваль||Апельсин в шоколадной глазури|240|г
1976|Шок. набор "Виваль" Клубника в белой шоколадной глазури 240 гр пакет|Шок. набор|0|Виваль||Клубника в белой шоколадной глазури|240|г
1977|Шок. набор "Виваль" Слива в шоколадной глазури 240 гр пакет|Шок. набор|0|Виваль||штива в шоколадной глазури|240|г
1978|Шок. набор "Виваль" Чернослив в шоколадной глазури 170 гр пакет|Шок. набор|0|Виваль||Чернослив в шоколадной глазури|170|г
1979|Шок. набор "Виваль" Чернослив с грецким орехом в шок. глаз 170 гр пакет|Шок. набор|0|Виваль||Чернослив с грецким орехом в шок. глаз|170|г
1980|Шок. набор "Династия" Ассорти с цельными орехами 260 г карт/кор|Шок. набор|0|Династия||Ассорти с цельными орехами|260|г
1981|Шок. набор "Комильфо" Дыня/Ананас/Манго/Апельсин 232 г|Шок. набор|0|Комильфо||Дыня/Ананас/Манго/Апельсин|232|г
1982|Шок. набор "Комильфо" Карамель/Фисташки/Кешью 174 г (Рузанна)|Шок. набор|0|Комильфо||Карамель/Фисташки/Кешью|174|г
1983|Шок. набор "Комильфо" Карамель/Фисташки/Кешью/Кофе 232 гр|Шок. набор|0|Комильфо||Карамель/Фисташки/Кешью/Кофе|232|г
1984|Шок. набор "Комильфо" Карамель/Фисташки/Кешью/Кофе/Гр. орех 348 г (Рузанна)|Шок. набор|0|Комильфо||Карамель/Фисташки/Кешью/Кофе/Гр. орех|348|г
1985|Шок. набор "Комильфо" Кешью 116 г (Рузанна)|Шок. набор|0|Комильфо||Кешью|116|г
1986|Шок. набор "Комильфо" Фисташки 116 г (Рузанна)|Шок. набор|0|Комильфо||Фисташки|116|г
1987|Шок.набор "Alpen Gold" Ассорти из молочного и темного шоколада 214 г|Шок.набор|1|Alpen Gold||Ассорти из молочного и темного шоколада|214|г
1988|Шок.набор "Ferrero Rocher" Бриллиант 300 г пл/кор|Шок.набор|0|Ferrero Rocher||Бриллиант|300|г
1989|Шок.набор "Ferrero Rocher" 200 г пл/кор|Шок.набор|0|Ferrero Rocher|||200|г
